crop,farm_area,temperature,humidity,rainfall,soil_moisture,location,irrigation_amount,irrigation_decision
rice,27.355741412467516,36.36672579008741,61.469746504572164,10.91283162937848,78.73357149650055,"Punjab, India",190.75912801212485,1
maize,22.00252109276622,34.5017257399827,51.56476235932567,0.0,71.8500539043142,"Maharashtra, India",654.5189831398097,1
tomato,25.210072304295238,33.39924387599277,73.9677428127113,54.122333989821364,48.19667083945657,"Malda, West Bengal",150.77051959360062,1
cotton,37.51207930792199,27.361976028593126,68.41590805948717,0.0,54.3375481502503,"Maharashtra, India",527.0884890736003,1
tomato,4.229639672303346,20.25240477410571,54.03102668437248,8.641319712349922,42.361212025642956,"Punjab, India",57.22523000625006,0
wheat,46.535833323136174,20.261400135875,68.89602828146592,0.0,37.71743530513632,"Haryana, India",371.58611627311103,1
wheat,42.50915484877138,27.093197345863008,52.71820750636667,0.0,37.79060861886791,"Punjab, India",427.4068369204066,1
wheat,13.182243707925673,24.335244324781385,66.95346472546973,11.885776341980907,31.656437210722537,"Maharashtra, India",75.96293642686123,1
tomato,17.230760264151023,24.13587392731214,62.63181393259991,0.0,22.156536427804525,"Maharashtra, India",620.6308859345148,1
rice,27.36090941802504,29.43130095187257,38.87284128810349,2.380634992827894,69.3560336395795,"Haryana, India",538.3500929931076,1
maize,16.669236468904025,24.293572791800162,82.76823004425603,0.0,47.435909696823714,"Kolkata, India",610.3554797012625,1
cotton,20.86201830030559,23.17245317096331,79.22313761664064,36.912380843470466,62.87570625079712,"Kolkata, India",0.0,0
maize,20.24163462151733,32.96490897129732,55.66058400989948,4.037499222681896,24.85237799703186,"Punjab, India",659.8451956457335,1
rice,20.74317074850636,25.328764544248163,71.82153093489417,9.967906483133145,62.87575536200374,"Kolkata, India",148.5763820872811,1
cotton,32.09439439524584,36.67320624003704,72.26848821980786,15.094789474825559,22.862967661498928,"Malda, West Bengal",314.9314447358821,1
wheat,38.01338246798627,30.219097140731144,72.74634053429337,0.0,25.87004963906009,"Maharashtra, India",499.13074909309717,1
cotton,9.073492560545752,17.025192142211754,61.9980715840656,0.0,58.10561905205863,"Kolkata, India",420.25192142211756,1
wheat,19.043324424010326,27.29254451153422,98.47996928450323,0.0,59.5216178971367,"Kolkata, India",366.04781158073956,1
tomato,1.8123098718102797,29.235813483935218,56.26094827824029,0.0,43.29019557239131,"Haryana, India",581.8896646552961,1
tomato,23.183518079330074,28.434242563829855,60.70972415639746,0.0,77.67143382943485,"Punjab, India",480.90818307446875,1
wheat,10.191661172070173,25.567836169738197,67.0759826128572,20.635260400972772,21.39631614414955,"Maharashtra, India",122.92344378272992,1
wheat,14.451811351283297,29.785077429825236,58.070904047393455,0.0,72.64832081162318,"Maharashtra, India",383.4955420087766,1
tomato,40.272306054050006,20.855024945389637,54.39818959803031,0.0,68.41008435603584,"Punjab, India",412.6952245085067,1
rice,20.92457500711561,34.388324478942124,59.0842861116417,28.701379243993266,71.5047651105807,"Maharashtra, India",112.65989374730543,1
rice,37.12548364214504,22.86571065230923,56.579926959466434,0.0,49.79367144098466,"Malda, West Bengal",690.4513609658692,1
rice,44.828399810561926,27.62083176244221,68.69856945632316,0.0,54.40627328739717,"Malda, West Bengal",729.9165655365114,1
cotton,15.013933199054195,32.02461460889287,58.03339530786478,0.0,67.4947426235509,"Malda, West Bengal",570.2461460889286,1
rice,46.580990731520984,35.06833287939454,74.04582895117525,0.0,61.281800610502344,"Malda, West Bengal",783.662518917208,1
wheat,43.410000912886645,25.70791132091282,86.83482320141002,7.052604745655,73.5138145266066,"Kolkata, India",4.955379246389782,0
wheat,25.909645350273447,28.227534506406922,55.38243343964278,0.0,72.82159811830502,"Malda, West Bengal",372.5927415448485,1
rice,29.798492571653576,31.632519437183866,50.45609871427005,0.0,42.67925540733527,"Punjab, India",865.259345148097,1
maize,45.36454206218943,25.904918960486555,44.97470635362191,8.323543695829262,23.378196540910242,"Haryana, India",348.84221687379033,1
tomato,41.22812241789631,30.200855796392126,81.33342025069074,7.111971809048374,48.66289345281366,"Malda, West Bengal",209.95292279865947,1
rice,11.567994006712906,25.348263322594395,69.83504306358465,0.0,24.427793884123933,"Punjab, India",879.5169319167738,1
maize,48.4804755131454,39.378806487836016,69.06226685049928,0.0,47.27246388606639,"Maharashtra, India",798.2990656662424,1
cotton,45.10732151930395,38.94901466608836,56.91701714644849,4.084041614360645,47.82190429639893,"Maharashtra, India",481.19128068526857,1
wheat,29.390977536618166,17.436467414678905,78.62476458805303,0.0,61.083870353232754,"Kolkata, India",297.05527190275234,1
cotton,45.5908956324452,29.709815082647324,84.76658625429629,28.99018361547118,71.9638333700245,"Malda, West Bengal",47.09815082647333,0
cotton,1.8051652376139742,31.897200603606436,65.30824347895295,0.0,29.02501346621169,"Malda, West Bengal",716.7624079849573,1
cotton,19.354097403235563,25.42730077373691,67.37816311973462,0.0,36.40442431584238,"Haryana, India",598.0454765459496,1
tomato,26.95014061395842,26.597687894343572,61.93278061849386,0.0,63.56725064431088,"Punjab, India",464.3791910490921,1
wheat,19.20360218915143,22.30190615285324,48.50752721666291,0.0,36.483907821554524,"Haryana, India",392.4225948879413,1
tomato,33.74918387808991,17.32942914632189,72.7767682189851,13.134412835191021,51.2184620542276,"Punjab, India",0.0,0
maize,15.734973368666946,25.183706942698183,90.39257791210892,0.0,67.08009583665857,"Maharashtra, India",552.02077636968,1
wheat,11.041725994691081,33.292122434247936,47.41260513576886,7.753195628284312,74.2495216696249,"Maharashtra, India",58.044857039735575,0
tomato,25.942479713410634,22.566427519786252,73.34445640864135,0.0,71.74182252480472,"Punjab, India",428.0978476780763,1
cotton,7.7801373059873775,25.926408706825317,77.96405429696327,8.145869673706976,78.80195451712862,"Malda, West Bengal",101.97060338290441,1
cotton,16.773204709231656,19.477652497475734,61.69672548830039,3.3797521971241586,27.682750337466345,"Haryana, India",397.2896288862452,1
maize,9.503064177757668,30.736840158059007,72.09307691968957,13.012890836523805,30.33919227209779,"Kolkata, India",244.95720866043973,1
wheat,2.5229965051907035,25.348711908137794,57.07127167737656,2.9288590786036757,27.23815226603605,"Maharashtra, India",303.8421585784265,1
rice,10.713519061086728,27.287370015121486,52.17197509959202,0.0,22.358728390465934,"Kolkata, India",926.372855778091,1
rice,34.54534349625611,18.869734979009486,60.41665267125383,0.0,20.155701463018794,"Punjab, India",788.8355597919533,1
tomato,4.683591880193756,25.89064212880532,60.35635459850456,0.0,75.44250554644599,"Punjab, India",458.01577915924787,1
wheat,18.761225158703734,35.22483856750642,72.50963960443622,4.909366218823973,62.800975153073146,"Kolkata, India",176.10555903134633,1
maize,5.805014561318915,34.618937050969045,50.43252943136521,5.136746118785439,42.63704978627736,"Kolkata, India",512.838671560602,1
wheat,42.11514430095759,25.37632972964594,51.24991332541924,6.199599490037792,48.43819648583337,"Punjab, India",65.79350402718848,0
wheat,32.616730594433015,40.0,58.759832711114214,0.0,53.46453595702624,"Maharashtra, India",461.9863613955306,1
rice,6.815224988380406,22.621908733076214,61.172002690356635,0.0,54.246698280134716,"Kolkata, India",661.487180406679,1
maize,16.85224982340524,22.914547958565624,57.41157958447805,0.0,71.04905107016877,"Malda, West Bengal",527.0600275442218,1
rice,26.463313783727607,29.352284128899193,64.49761890550863,7.072579937424305,78.16822599652212,"Maharashtra, India",298.5984126755751,1
tomato,24.79206457330983,29.07925810244545,65.66755926918826,0.0,52.102203922694635,"Punjab, India",537.3207817205163,1
wheat,42.00983665577993,23.451535249257738,71.38623649837643,0.0,51.790401390867004,"Maharashtra, India",350.0464453550504,1
rice,38.50508532142052,26.064757689770474,46.24301258332758,0.0,39.23853152957086,"Haryana, India",801.2763243121233,1
maize,18.776908834739857,35.3352200087569,40.5506070962925,0.0,32.10382773981415,"Punjab, India",848.8308060755803,1
wheat,13.10471241080631,32.53164552414221,82.71638149301336,0.0,48.2945713130095,"Kolkata, India",429.72572291051017,1
maize,42.611009270814506,22.20129012635864,75.0502511466082,0.0,79.45576858744343,"Punjab, India",519.2141913899451,1
wheat,19.27181495570812,27.917559115438678,78.53157623222666,17.21035544681491,69.67645323064951,"Kolkata, India",20.42291380807069,0
cotton,8.600969171852373,28.972260711891483,70.79015519179737,0.0,51.38392548614716,"Kolkata, India",559.2393787604441,1
tomato,43.92142677024886,31.006069610819722,55.91924626978449,0.0,42.61666576549445,"Punjab, India",604.2774926083397,1
maize,15.418204771125033,26.092091895947757,86.76437312275283,24.983398495505835,43.033473282392684,"Malda, West Bengal",107.36709849864042,1
cotton,27.37104087536374,18.663240868154453,57.35208613044549,0.0,61.62305644420031,"Maharashtra, India",436.6324086815445,1
tomato,25.0234695069963,28.397904622165434,85.83030793956536,0.0,65.14418720232936,"Malda, West Bengal",480.58114159948894,1
cotton,39.03931098301218,24.23937639848163,65.74678765838155,0.0,49.63888922785176,"Malda, West Bengal",518.7915391071925,1
wheat,5.594343521835178,13.775985461463453,66.7580873004408,0.0,56.23747232435075,"Punjab, India",271.43189823024414,1
cotton,24.574695358782584,33.071256313062065,65.26411219022891,11.124050439600671,53.93050083937843,"Malda, West Bengal",86.92327911892676,0
wheat,30.15195355647766,22.111072292538232,58.19738412806092,0.0,37.27577698854357,"Maharashtra, India",388.2280066612932,1
maize,45.63669423772675,31.33924518331591,65.63485982503263,0.0,26.132759853511978,"Kolkata, India",829.6177191089503,1
tomato,46.16371936827613,22.04762772277344,74.71468357135996,0.0,56.40290278297135,"Malda, West Bengal",449.2455059100299,1
maize,5.66022481956457,24.35363146472091,65.29718553270557,4.061891915499059,70.24944734014952,"Malda, West Bengal",339.7953503369771,1
rice,29.768134069373996,25.059565868427235,63.66599142108456,18.238079110661786,20.277921380276172,"Maharashtra, India",299.4026707946289,1
rice,20.209350332751693,32.11585291980957,65.73317967188405,6.261064859584953,64.25007488658491,"Maharashtra, India",411.7464173077954,1
rice,2.1259101770501982,27.045442543058286,68.12974151816852,0.0,29.930799045678427,"Maharashtra, India",874.7956260384274,1
cotton,18.43849800627334,34.244780474726724,71.26565029547757,12.89268197035989,30.682158012185084,"Punjab, India",236.51832576598588,1
tomato,7.858805023779091,21.004447145873673,58.35464341950304,0.0,50.13170061987455,"Punjab, India",465.24973407342213,1
rice,20.167246715151094,32.74852313655347,66.70382658193591,8.315476523618031,57.49855922306314,"Malda, West Bengal",363.8412204914032,1
cotton,3.752577651703442,26.725113912895722,80.0399298858269,0.0,46.44576481629369,"Maharashtra, India",561.4980180604482,1
wheat,8.18439217357027,29.449211320842338,62.45178731627635,0.0,42.398558976785175,"Maharashtra, India",429.1741760113073,1
wheat,32.37797739033128,26.19054514383498,64.30410177086989,14.586832598530455,59.53543651460908,"Maharashtra, India",8.333816006844927,0
rice,11.487622015680998,28.608360320216175,48.70948228782771,3.099360586013728,67.99496512239136,"Punjab, India",501.230690402721,1
maize,32.8109323386678,26.246592360606062,62.70783948446408,14.810948130970319,71.34178808637714,"Maharashtra, India",13.712515966666615,0
maize,47.24828141607504,25.62095217199004,64.42468748566658,2.9093727136576284,57.99444649465763,"Kolkata, India",422.5293712969624,1
rice,1.813344091754076,27.63066511121059,57.488864236146966,24.318630208218273,69.04661370430645,"Malda, West Bengal",37.58926391655882,0
tomato,13.341459954848977,34.5788325414108,47.46892953061784,11.785622455470875,44.56469913147443,"Maharashtra, India",182.3802787050106,1
rice,43.12286698874872,24.22483836176638,57.574732345826575,0.0,79.12203873450409,"Haryana, India",590.6980603411965,1
rice,1.6122307618458112,27.539008844460295,37.89831607343375,0.0,35.47326112599214,"Haryana, India",848.148182822148,1
maize,7.047672450703854,28.48653489424911,81.22799831463922,0.0,69.35503255470044,"Kolkata, India",588.3518838367403,1
cotton,29.03756553795555,28.041263778572358,37.9741639576216,0.0,69.7845082224321,"Haryana, India",530.4126377857235,1
cotton,7.430917663692226,21.50600045878768,45.90366102510028,0.0,35.04383963369587,"Haryana, India",557.868124902975,1
cotton,24.966555581844435,30.9308909116206,62.57138130093971,0.0,66.25468262385623,"Punjab, India",559.308909116206,1
wheat,47.952045277004416,25.87497048314812,87.07592170430262,0.0,63.291971667314336,"Kolkata, India",356.12479338203684,1
maize,20.134143966076685,17.22606579712383,53.76106021259441,0.0,29.720832673495075,"Haryana, India",605.1294360675853,1
tomato,42.397188541070584,25.59938705101853,87.98468861734833,6.3315520641738114,44.76761303640514,"Maharashtra, India",219.56919226831963,1
cotton,30.115159884273652,24.01524282112725,64.24229172778547,2.0234213127516223,78.06196329242519,"Maharashtra, India",388.9813625736914,1
wheat,18.368207898531328,20.403260554312972,72.73754780991324,0.0,72.37675015258449,"Kolkata, India",317.8228238801908,1
cotton,33.10977665218051,29.16961077274452,64.59180079228437,8.722176661712414,33.27256650917613,"Punjab, India",223.28393617068667,1
wheat,47.230937314487356,29.092423673192698,61.33847654246,13.954104568928853,37.840940442353045,"Punjab, India",93.61922407215388,0
wheat,47.24119121111498,33.64534718767571,64.19584226291008,0.0,39.146028394595334,"Maharashtra, India",475.60074715090565,1
wheat,32.683283846939794,29.511273366945957,39.88081996796228,0.0,73.09990139139686,"Punjab, India",381.5789135686217,1
maize,36.37595519067369,25.065641779193204,50.60268941725825,0.0,67.44338989033781,"Haryana, India",550.7220595711252,1
rice,31.48162313363195,27.335251329346296,78.89630795623437,2.247034137441552,72.2059324340558,"Malda, West Bengal",515.671309080078,1
maize,26.682388134346994,23.41355774949814,84.0934744018558,0.0,57.65032779310221,"Malda, West Bengal",545.0622942633935,1
tomato,38.52953398629365,16.590898374333854,42.414010000058525,0.0,34.32662874609814,"Punjab, India",479.77610923051174,1
maize,18.05379680321844,20.969420534582518,59.49088042171813,2.430047809373473,21.072436084004828,"Malda, West Bengal",581.0037665762685,1
rice,19.885691956747625,21.757240719703148,68.01857332040166,0.0,78.9398309048049,"Punjab, India",561.0868886364377,1
maize,49.464653035761266,25.514502162983383,70.54318886454237,20.190838137810434,33.83415174830114,"Malda, West Bengal",151.05255158455827,1
maize,6.456768720732299,25.358942369524446,64.9886003272143,33.52860183881198,69.57234174763795,"Malda, West Bengal",3.9483660647689476,0
cotton,31.674007188309577,26.482726317693874,55.00163088676456,0.0,51.50189005161609,"Malda, West Bengal",532.8364868871238,1
maize,26.00477225357893,26.848264447354257,54.96987396816161,0.0,47.802844892937195,"Haryana, India",639.8950545054996,1
cotton,27.080233933223973,33.737526006650306,87.95877673095522,22.993248112914237,35.93600255532236,"Malda, West Bengal",199.35246463624992,1
tomato,44.49302995351437,28.71749551394671,80.83609653905471,0.0,25.21920559468461,"Malda, West Bengal",663.6942411856713,1
tomato,36.30929562758495,23.795456009760727,64.9172192544995,13.49670127597249,24.56785156941801,"Maharashtra, India",155.74158729686258,1
rice,25.00975308719173,38.63466212936811,49.69131227079679,0.0,40.86855247413158,"Haryana, India",986.0683240301839,1
wheat,43.29239757521375,28.78680750645148,82.31320579909178,0.0,34.717131935320076,"Maharashtra, India",452.8742029643187,1
maize,8.439805213838568,22.1555186712914,57.574856491430594,0.0,26.35004562971504,"Maharashtra, India",693.2566210597738,1
maize,8.350952712007148,25.148383157013516,66.66441012720733,0.0,29.645593762898493,"Kolkata, India",719.0768981201476,1
tomato,41.690641808908225,24.871431762153335,55.034147511784106,0.0,57.01561510254453,"Haryana, India",473.4591573047551,1
rice,31.774769587325085,28.766521345388245,46.49751588057175,0.0,66.79072370906862,"Punjab, India",665.9044508086122,1
maize,21.895918802679358,24.244296530895806,66.07388428338713,16.012002400078124,67.32841891224466,"Haryana, India",0.0,0
tomato,3.8579344257060093,32.36815874929886,64.73484700588939,10.726817290949638,40.752983417177404,"Kolkata, India",178.5961957119198,1
wheat,42.69452563033306,38.10200981841056,57.60125723536613,0.0,43.01673562433731,"Maharashtra, India",494.6458333691513,1
cotton,41.164890896668325,33.6830238585228,60.430326764225754,2.010300101239815,29.53629699660539,"Maharashtra, India",635.7439426106918,1
wheat,47.243029930412575,32.49329867082168,71.07679869726606,20.322512974621468,66.36936680100827,"Malda, West Bengal",52.45309069575177,0
tomato,14.026346586411362,31.251005889793305,64.00824136220618,0.0,58.31155685984513,"Maharashtra, India",527.4634255852721,1
maize,22.393788737855058,19.417070978730763,48.28656990269028,0.0,64.75022072185786,"Punjab, India",488.58778076603835,1
maize,32.75750785610631,29.752513776413124,56.57024171697371,0.0,78.09160567488331,"Punjab, India",602.2776515405444,1
rice,5.012642275106488,24.206722520657067,48.13358482634953,0.0,21.07171354869916,"Punjab, India",879.3927440263309,1
cotton,2.11004588481697,27.98260584850735,82.09003757588512,0.0,48.891341090753,"Kolkata, India",562.1913252102341,1
rice,12.753227802367071,19.566146086498318,78.16426073049084,12.541729091717489,39.555527837124494,"Kolkata, India",97.60888831042473,0
wheat,49.22539466644375,27.40501012134553,53.22103357019427,0.0,43.73270503279812,"Maharashtra, India",408.1674603251667,1
maize,37.97443374675556,30.699240517648438,78.46013544671268,3.084680105813095,54.254270110649855,"Malda, West Bengal",493.6612474196771,1
tomato,17.62782009841956,27.31251366624738,67.19525993674657,0.0,24.950512066425276,"Kolkata, India",647.6003520579412,1
cotton,18.211166870949434,30.16058050634189,65.21233352138746,0.0,22.4710097167563,"Kolkata, India",731.0376037943067,1
tomato,47.60172373058868,33.508481042667306,73.83145000872274,0.0,37.93015318023883,"Punjab, India",655.955326902777,1
tomato,31.452580680590415,28.590334719225456,68.07986637140105,0.0,59.64920709795504,"Haryana, India",496.06275759824933,1
tomato,39.29971139423367,23.10149544263186,54.758951218474984,7.773344695893047,63.4895935924435,"Haryana, India",44.24622418903442,0
tomato,8.397461665602822,25.3982634590284,79.24165946401916,0.0,40.213747506266415,"Kolkata, India",554.671329353681,1
cotton,33.10603488729337,40.0,69.0337109337678,0.0,33.70728447987793,"Malda, West Bengal",788.4026508807935,1
rice,32.69112147417338,31.06758986365208,54.77207434801595,2.311321165236195,35.46097331067282,"Maharashtra, India",789.6274180268467,1
tomato,43.47948901771483,29.664395421643107,68.73158548619149,0.0,40.75609955281777,"Punjab, India",598.955104279613,1
tomato,25.489821653704382,31.76146730518605,100.0,0.0,21.763666745390438,"Kolkata, India",718.956070081496,1
wheat,43.7344502850422,26.136863500295902,83.83659937486672,10.973471219409092,74.74180073700145,"Kolkata, India",7.9580445020713455,0
tomato,31.336845886392396,34.884017464394645,72.77016095757288,14.5816490912711,74.54195123993847,"Maharashtra, India",88.95615717955184,0
wheat,18.956007540852255,13.950791035085498,78.78568868094916,7.747694574395674,25.84360355321313,"Kolkata, India",2.1520666190418183,1
cotton,33.29975331091186,26.341084041388477,52.86383444259236,0.0,43.942756768226666,"Punjab, India",570.1799258167396,1
maize,0.9470050044127374,34.58382740157194,85.37611560074042,4.705337583357924,34.08044229569306,"Malda, West Bengal",590.037732033031,1
wheat,22.380206502251447,25.043483924539846,45.47814778596556,0.0,28.745394094685103,"Maharashtra, India",442.27542387152175,1
cotton,29.600276369964153,20.517491162595853,59.87404499161184,0.0,41.4039231824001,"Kolkata, India",517.0608422650664,1
tomato,39.19862132732896,23.661436139295716,87.91143786862627,0.0,53.48841497563177,"Malda, West Bengal",477.419425479603,1
maize,2.19229441398833,19.81329177276477,76.29248971893585,2.927246677686331,26.19853742744094,"Malda, West Bengal",513.2069041232264,1
maize,7.842988447623399,31.58163837351241,78.46488475897992,9.24836068697771,49.33079481541521,"Kolkata, India",226.3849098033188,1
tomato,6.724204834429117,27.319281506670713,76.2058993389071,4.086849373718593,63.84976849225258,"Kolkata, India",266.53106487410673,1
cotton,48.18566822460975,30.02596337390474,57.810274774638735,0.0,42.45780602838756,"Malda, West Bengal",619.2742643500828,1
wheat,31.083438389960087,27.005495233574837,65.50654396007612,28.72905507299173,61.37160506189367,"Haryana, India",14.038466635023894,0
rice,11.175920043687,19.552034508526738,76.31125852281872,0.0,26.395581818479442,"Punjab, India",767.7442793280011,1
tomato,49.970979425648,31.02571286639009,52.4761995653555,0.0,54.02097565920007,"Haryana, India",546.9853202769418,1
rice,43.98652028441672,19.576073025897692,55.662777472597774,0.0,68.47075651647552,"Maharashtra, India",543.092996614288,1
wheat,39.99177561850241,32.44878264187687,67.38600075044877,9.86335628344283,20.345519629887296,"Malda, West Bengal",191.5015182176237,1
rice,30.68667437218538,16.902222255114157,85.71400910373721,0.0,55.7891284991253,"Kolkata, India",574.2827185895923,1
rice,11.749846549525998,28.848468961760098,57.99884126794992,0.0,57.16942076057687,"Maharashtra, India",729.0904732933786,1
rice,27.347001416497047,19.84663316292368,66.7097097156822,0.0,43.66191942910101,"Maharashtra, India",679.9005064645203,1
wheat,47.79842294976927,25.73657155999518,78.9208452970087,0.0,23.61604341737365,"Kolkata, India",466.6180060492805,1
cotton,17.905323018361905,25.83156736545642,60.496518168982654,5.3529499259166196,38.43739789557719,"Malda, West Bengal",324.85847982055503,1
tomato,29.256136636508487,29.271246020674642,60.20588141181905,39.60385709902895,69.39044093573962,"Maharashtra, India",38.44121418607182,0
maize,9.481198210933535,36.233132504152366,77.22282717458285,10.377388725681469,35.393767022081825,"Kolkata, India",320.4338609417423,1
tomato,24.435509512636273,28.119570670323306,88.64140429973844,12.028059835743523,77.08420053239942,"Kolkata, India",28.076136032909687,0
cotton,11.789948711472157,29.498185505629788,62.03624080736158,20.317149821689238,74.00138740388067,"Kolkata, India",44.981855056297945,0
rice,13.154427391558979,31.349252493505197,45.87051926975991,0.0,60.285480171836866,"Haryana, India",741.8797416001016,1
rice,38.449478692420094,24.775998790968494,43.724956622594036,4.68187446572691,72.15557747906315,"Haryana, India",363.21826220527646,1
rice,5.2378704982480055,26.219057359895547,68.52997998371511,0.0,52.8018447628442,"Malda, West Bengal",720.3334842678992,1
wheat,19.849846797322975,24.558589758243727,85.79709337654319,0.0,28.18638515340399,"Punjab, India",439.92927397596645,1
cotton,20.51377902116246,34.388504070382204,49.46411758292005,0.0,79.4753596221313,"Haryana, India",593.8850407038221,1
tomato,30.359360805561924,31.406480872102357,62.265357535451756,0.0,35.893726834204,"Maharashtra, India",642.7272893053175,1
cotton,29.989661045353355,16.563752882734647,47.468752117989474,0.0,57.029347003738806,"Punjab, India",415.6375288273465,1
cotton,41.67722410594539,22.395430903316576,62.054285962714694,0.0,36.26884619001109,"Punjab, India",562.7314196472382,1
wheat,26.881410434291098,22.136983715693418,52.665318987198944,0.0,79.64836167327005,"Maharashtra, India",329.9588860098539,1
wheat,49.776284289860726,15.244407625755715,53.71071108811307,0.0,25.326043646466108,"Punjab, India",365.3056090555251,1
cotton,31.93052225675614,22.620068635128014,75.22777950465891,7.493743593002083,69.30838663406522,"Malda, West Bengal",101.51350670117603,1
tomato,15.392228863486126,24.899905503277857,63.83611970787932,0.0,27.189740121058783,"Punjab, India",607.6772263424822,1
maize,36.99042113785853,22.233508878307212,77.893156118546,0.0,25.575748662763395,"Malda, West Bengal",698.4261975896883,1
wheat,30.62007742665967,18.809186125972165,60.24852338244644,3.2516537522653066,33.64143800576593,"Punjab, India",209.58070051373593,1
cotton,19.35502151279387,19.898413113921123,47.8131807455672,0.0,69.5171664939738,"Haryana, India",448.98413113921123,1
wheat,43.73016475533047,29.24505481709468,69.69492377061843,0.0,53.994521730285115,"Kolkata, India",383.5333393897285,1
tomato,25.307073459509482,30.4322409850813,32.060236599664144,0.0,60.458228384542906,"Haryana, India",509.07636672593816,1
wheat,39.60650659719954,25.464384699717048,62.63645262911004,0.0,30.41147089919052,"Maharashtra, India",440.10984232005995,1
wheat,17.631936463620384,28.25267907797003,66.7049723504043,0.0,27.951480364510907,"Maharashtra, India",473.5971830435912,1
rice,30.51536174945209,24.418719920314366,84.31776097408705,0.0,69.5120460449341,"Kolkata, India",595.9183262245018,1
cotton,6.527214600701102,30.75398150168074,36.11571917343607,2.833439948196252,66.60341782830156,"Malda, West Bengal",415.86781760699483,1
tomato,46.8542341072412,24.130863029752838,76.3262129978427,0.0,20.019950367229363,"Malda, West Bengal",630.0151022682036,1
maize,32.68495407370859,24.93278564534896,69.90726136849952,54.719319767366656,23.466833659781997,"Haryana, India",199.9229461181568,1
rice,8.947905548224922,24.151155610595616,59.3954490172006,0.0,57.08310045723116,"Maharashtra, India",665.9995320591148,1
